,Precio,Precio Inicial,Estrellas,Marca,Dimensiones,RAM,Memoria,Peso
1073,185.89,"185,89",4.0,apple,"7,57 x 0,84 x 15,09",64.0,64.0,194.0
1074,215.0,"215,00",4.0,samsung,"25,4 x 17,78 x 7,62",6.0,6.0,159.0
1076,164.0,"164,00",4.2,realme,"7,9 x 76 x 165,6",8.0,256.0,200.0
1077,86.42,"86,42",3.5,pusokei,10 x 7 x 4,2.0,16.0,152.0
1078,98.0,"108,26",4.3,xiaomi,50 x 50 x 28,8.0,3.0,410.0
1080,289.0,"289,00",3.5,apple computer,"16,49 x 8,96 x 2,82",8.0,128.0,164.0
1081,139.9,"179,00",4.4,samsung,"16,33 x 7,75 x 0,8",3.0,3.0,178.0
1082,199.99,"209,99",4.4,doogee,"8 x 1,07 x 17,27",16.0,256.0,240.0
1083,1044.99,"1.044,99",4.5,samsung,50 x 50 x 28,12.0,128.0,340.0
1084,159.99,"159,99",4.2,hotwav,17 x 8 x 2,6.0,256.0,300.0
1085,521.0,"521,00",3.6,apple,"0,78 x 7,15 x 14,67",8.0,128.0,330.0
1086,420.0,"420,00",4.0,samsung,30 x 30 x 30,12.0,12.0,222.0
1087,118.9,"129,00",4.7,xiaomi,"18,5 x 9,2 x 3,7",8.0,8.0,350.0
1088,179.9,"179,90",4.1,myphone,"18,2 x 10 x 4,4",64.0,64.0,420.0
1089,329.99,"329,99",4.1,doogee,16 x 8 x 5,32.0,256.0,400.0
1091,390.0,"470,48",4.4,xiaomi,"0,82 x 7,5 x 16,09",12.0,12.0,210.0
1092,69.99,"69,99",3.4,telefunken,"8 x 8 x 16,5",32.0,32.0,190.0
1093,128.69,"128,69",4.4,xiaomi,"7,38 x 0,81 x 15,98",6.0,128.0,179.0
1094,624.71,"624,71",4.1,xiaomi,"16,37 x 7,64 x 0,78",8.0,128.0,204.0
1095,184.99,"184,99",4.1,xiaomi,"17,9 x 9,2 x 5,9",8.0,256.0,490.0
1096,425.0,"495,06",4.3,samsung,18 x 9 x 3,8.0,8.0,310.0
1097,120.01,"120,01",4.4,honor,"16,34 x 7,47 x 0,74",6.0,128.0,177.0
1098,1199.0,"1.199,00",4.5,asus,50 x 50 x 28,16.0,512.0,239.0
1099,164.99,"209,99",4.3,doogee,"15,7 x 13,7 x 3,8",15.0,256.0,390.0
1100,143.0,"147,19",4.2,samsung,50 x 50 x 28,8.0,128.0,277.3
1101,62.0,"79,90",3.6,nokia,50 x 50 x 28,8.0,128.0,123.0
1102,170.17,"180,00",4.1,samsung,"6,92 x 0,79 x 14,44",8.0,4.0,140.0
1106,154.98,"181,52",3.9,xiaomi,"10 x 5 x 1,27",8.0,8.0,175.0
1107,142.9,"149,00",4.1,xiaomi,"17,18 x 7,78 x 0,82",8.0,256.0,367.0
1108,144.27,"144,27",4.2,xiaomi,"16,8 x 7,8 x 0,81",8.0,8.0,192.0
1109,59.99,"69,90",4.3,spc,"11,5 x 8,6 x 4,3",8.0,128.0,118.0
1110,69.0,"69,00",3.3,zte,"8,5 x 9 x 9",2.0,2.0,200.0
1112,279.99,"279,99",4.4,samsung,"0,77 x 7,6 x 16,36",6.0,6.0,179.0
1113,799.0,"969,00",4.3,samsung,"18,9 x 11,2 x 6,8",8.0,8.0,530.0
1114,257.0,"277,50",4.0,samsung,"7,8 x 0,82 x 16,17",8.0,128.0,209.0
1115,199.99,"199,99",3.9,blackview,"8,2 x 1,92 x 17,44",24.0,24.0,438.0
1116,178.99,"178,99",4.4,xiaomi,50 x 50 x 28,8.0,8.0,170.0
1118,94.99,"94,99",4.2,zte,50 x 50 x 28,4.0,4.0,190.0
1119,99.0,"99,00",2.9,myphone,"16,5 x 7,6 x 4,1",8.0,32.0,305.0
1120,179.99,"179,99",4.4,oukitel,"24,2 x 17,4 x 7",24.0,256.0,570.0
1121,56.99,"89,99",3.6,tcl,50 x 50 x 28,8.0,128.0,143.0
1122,189.0,"189,00",3.8,samsung,"15,96 x 7,48 x 0,81",6.0,6.0,189.0
1124,153.31,"159,00",4.1,samsung,12 x 9 x 23,8.0,64.0,189.0
1126,489.0,"489,00",3.9,apple,50 x 50 x 28,8.0,128.0,326.0
1127,525.1,"525,10",4.6,apple,50 x 50 x 28,64.0,64.0,277.3
1128,104.49,"129,99",3.8,oukitel,"8,11 x 16,6 x 1,5",16.0,64.0,290.0
1129,119.99,"119,99",4.2,oukitel,"22,7 x 16,7 x 6,6",16.0,64.0,460.0
1131,286.06,"286,06",4.4,xiaomi,"16,4 x 7,65 x 0,81",6.0,128.0,193.0
1132,1173.99,"1.173,99",4.7,apple,"16,49 x 8,96 x 2,82",8.0,128.0,164.0
1133,1128.09,"1.128,09",4.1,apple,"0,78 x 7,16 x 14,76",8.0,512.0,329.0
1134,1567.48,"1.567,48",4.5,apple,"0,78 x 7,16 x 14,76",8.0,256.0,329.0
1135,147.89,"147,89",4.1,samsung,50 x 50 x 28,4.0,128.0,200.0
1136,149.99,"199,99",4.3,doogee,"8 x 1,07 x 17,27",16.0,16.0,240.0
1137,244.79,"244,79",4.1,xiaomi,18 x 9 x 4,8.0,256.0,370.0
1138,107.23,"107,23",4.4,xiaomi,"16,11 x 7,54 x 0,86",4.0,4.0,200.0
1139,126.99,"126,99",4.2,motorola,"16,35 x 7,45 x 0,8",8.0,8.0,380.0
1141,236.33,"236,33",4.2,doogee,"17,27 x 8 x 1,1",8.0,256.0,450.0
1142,209.0,"209,00",4.8,honor,17 x 8 x 3,8.0,8.0,200.0
1143,331.0,"331,00",4.5,xiaomi,"9 x 18,5 x 6",12.0,12.0,277.3
1144,149.99,"179,95",3.6,cubot,"16,5 x 7,6 x 1",8.0,512.0,217.0
1146,57.29,"57,29",3.2,mtgud,"17,6 x 10 x 5,4",8.0,16.0,160.0
1147,399.99,"399,99",4.4,xiaomi,"16,45 x 7,61 x 0,81",8.0,256.0,193.0
1148,109.99,"129,99",4.0,cubot,"22,9 x 17,5 x 6,5",12.0,12.0,214.0
1149,969.0,"1.089,00",4.0,samsung,"19,2 x 12,2 x 6,8",8.0,512.0,340.0
1150,275.0,"369,00",4.1,samsung,50 x 50 x 28,6.0,128.0,275.0
1151,299.99,"299,99",4.1,oukitel,"17,22 x 8 x 1,24",16.0,256.0,590.0
1152,288.99,"288,99",4.5,poco,19 x 9 x 6,12.0,12.0,540.0
1153,152.06,"152,06",4.2,xiaomi,"16,11 x 7,49 x 0,76",8.0,256.0,174.0
1154,217.4,"224,32",3.9,xiaomi,50 x 50 x 28,8.0,256.0,370.0
1155,220.0,"220,00",4.1,apple,"18,29 x 11,43 x 4,83",8.0,128.0,280.0
1156,89.99,"89,99",3.8,cubot,"16,2 x 7,5 x 0,9",8.0,256.0,481.0
1157,99.99,"99,99",3.9,oscal,"7,35 x 0,95 x 15,54",2.0,2.0,150.0
1158,199.0,"199,00",4.3,huawei,"15,74 x 7,32 x 0,77",4.0,4.0,163.0
1159,213.85,"313,61",4.2,xiaomi,"17,7 x 9 x 6",12.0,12.0,520.0
1162,218.4,"218,40",4.4,samsung,16 x 3 x 8,8.0,4.0,200.0
1163,179.99,"179,99",4.4,oukitel,"16,6 x 8,1 x 1,5",24.0,256.0,268.0
1164,199.99,"209,99",4.2,doogee,"19,3 x 10,4 x 5,4",16.0,256.0,450.0
1166,213.8,"213,80",4.2,samsung,50 x 50 x 28,4.0,4.0,500.0
1167,88.0,"88,00",2.2,hipipooo,17 x 7 x 4,2.0,16.0,202.0
1168,199.99,"259,90",4.1,samsung,"14,44 x 6,92 x 0,79",4.0,64.0,140.0
1169,319.99,"319,99",4.2,doogee,"19,5 x 10,4 x 5,7",20.0,512.0,371.0
1170,1068.0,"1.068,00",4.2,huawei,50 x 50 x 28,12.0,12.0,277.3
1171,490.76,"490,76",4.4,apple,50 x 50 x 28,8.0,128.0,277.3
1173,99.99,"109,99",4.5,cubot,"23,6 x 16,4 x 6,5",4.0,128.0,530.0
1174,1337.93,"1.337,93",4.1,apple,"0,78 x 7,78 x 16,09",8.0,8.0,380.0
1175,1990.45,"1.990,45",4.6,apple,"0,78 x 7,76 x 16,07",8.0,128.0,240.0
1177,153.99,"174,81",4.4,samsung,10 x 8 x 15,4.0,64.0,192.0
1178,199.99,"199,99",3.7,ulefone,"7,64 x 0,87 x 16,5",8.0,8.0,184.0
1179,159.91,"199,99",3.9,cubot,"24,4 x 16,3 x 7,2",12.0,12.0,770.0
1181,118.67,"118,67",4.1,xiaomi,50 x 50 x 28,4.0,4.0,186.0
1183,159.99,"159,99",3.8,ulefone,"7,91 x 1,02 x 17,36",4.0,4.0,237.0
1184,102.99,"129,99",4.2,realme,"16,52 x 7,64 x 8,9",3.0,32.0,190.0
1185,150.0,"150,00",4.4,samsung,50 x 50 x 28,8.0,128.0,277.3
1186,677.44,"677,44",4.1,apple,"17,6 x 9,6 x 4,4",8.0,512.0,360.0
1188,79.9,"79,90",3.4,zte,50 x 50 x 28,8.0,128.0,500.0
1189,375.0,"375,00",3.8,apple,50 x 50 x 28,8.0,128.0,200.0
1190,197.0,"220,00",4.4,samsung,"16,4 x 7,6 x 16,5",4.0,64.0,205.0
1191,248.18,"248,18",3.6,apple,"16,89 x 9,3 x 5,21",8.0,128.0,470.0
1192,229.99,"229,99",4.4,samsung,16 x 3 x 8,8.0,4.0,200.0
1194,57.99,"57,99",5.0,hyrich,"17 x 9,5 x 5,5",1.0,16.0,350.0
1195,218.99,"228,99",4.6,samsung,"0,82 x 7,81 x 16,13",6.0,6.0,199.0
1196,149.99,"149,99",4.1,hotwav,"19,5 x 10,5 x 5",4.0,128.0,520.0
1197,179.0,"199,00",3.8,samsung,"19,5 x 9,6 x 5,4",8.0,128.0,360.0
1198,97.95,"97,95",3.8,tcl,"16,83 x 7,67 x 0,83",8.0,128.0,190.0
